id	species	gene_names	gene_synonyms	description	term_ids	sources
892	ath	At5g22370|EMB1705|AT5G22370|QQT1	AT5G22370|EMB1705|QQT1|EMBRYO DEFECTIVE 1705|QUATRE-QUART 1|MWD9.17|MWD9_17	Embryo defective-Preglobular. Embryo defective. Preglobular.  embryo defective. preglobular. embryo defective.	PO:0009009|PATO:0000051|PATO:0000460|GO:0005874|GO:0009793|GO:0051301|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0000016|PO:0000025|PO:0000229|PO:0006085|PO:0006203|PO:0009015|PO:0020124|PO:0020144|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007631	Plant PhenomeNET|TAIR
893	ath	At5g24670|EMB2820|AT5G24670	AT5G24670|EMB2820|TAD3|AtTAD3|EMBRYO DEFECTIVE 2820|tRNA adenosine deaminase 3|MXC17.5|MXC17_5	Embryo defective-Preglobular. Embryo defective. Preglobular.	PO:0009009|PATO:0000051|PATO:0000460|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
894	ath	At5g48840|PTS|AT5G48840|PANC	AT5G48840|PANC|PTS|ATPTS|homolog of bacterial PANC|PANTOTHENATE SYNTHETASE|ARABIDOPSIS THALIANA PANTOTHENATE SYNTHETASE|K24G6.18|K24G6_18|PS|pantothenate synthetase	Embryo defective-Preglobular. Embryo defective. Preglobular.  pts-1 heterozygous mutants do not display any obvious phenotypic abnormalities in plant size, pigmentation, leaf development or flower development. However, they produce a 3:1 ratio of viable to deformed seed upon self-fertilization. The deformed seed turn pale white and then dark brown during the greening stage. The deformed seeds contain embryos arrested at the preglobular stage. pts-2 heterozygous mutants do not display any obvious phenotypic abnormalities in plant size, pigmentation, leaf development or flower development. However, they produce a 3:1 ratio of viable to deformed seed upon self-fertilization. The deformed seed turn pale white and then dark brown during the greening stage. The deformed seeds contain embryos arrested at the preglobular stage.	PO:0009009|PATO:0000051|PATO:0000460|GO:0015940|GO:0005829|GO:0042803|GO:0004592|GO:0009793|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009073|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
895	ath	At5g50390|EMB3141|AT5G50390	AT5G50390|EMB3141|EMBRYO DEFECTIVE 3141|MXI22.11|MXI22_11	Embryo defective-Preglobular. Embryo defective. Preglobular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0008150|PO:0000037|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020100|PO:0025022|PO:0000293|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
896	ath	At5g51200|EMB3142|AT5G51200	AT5G51200|EMB3142|EMBRYO DEFECTIVE 3142|MWD22.15|MWD22_15	Embryo defective-Preglobular. Embryo defective. Preglobular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0005635|GO:0005515|GO:0009507|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
897	ath	At5g59440|ZEUS1|AT5G59440|ZEU1	AT5G59440|ZEU1|ATTMPK.1|ATTMPK.2|ZEUS1|ARABIDOPSIS THALIANA THYMIDYLATE KINASE.1|ARABIDOPSIS THALIANA THYMIDYLATE KINASE.2|F2O15.12|F2O15_12	Embryo defective-Preglobular. Embryo defective. Preglobular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0005829|GO:0005737|GO:0005654|GO:0005739|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0004011|PO:0009015|PO:0009049|PO:0020003|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
898	ath	At1g34430|EMB3003|AT1G34430|embryo defective 3003	AT1G34430|EMB3003|embryo defective 3003|F12K21.24|F12K21_24|AT1G34430.1	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  embryo defective. developmental arrest of mutant embryos occurs at preglobular stage.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009941|GO:0022626|GO:0005886|GO:0009793|GO:0009507|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131|PO:0001170	Plant PhenomeNET|TAIR
899	ath	At1g48350|EMB3105|AT1G48350	AT1G48350|EMB3105|EMBRYO DEFECTIVE 3105|F11A17.10|F11A17_10	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009570|GO:0009941|GO:0009507|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
900	ath	At1g49400|EMB1129|AT1G49400|emb1129	AT1G49400|emb1129|embryo defective 1129|F13F21.17|F13F21_17	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009793|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
901	ath	At1g49880|EMB3106|AT1G49880|Erv1	AT1G49880|Erv1|EMB3106|AtErv1|EMBRYO DEFECTIVE 3106|F10F5.3|F10F5_3	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0050660|GO:0042802|GO:0016972|GO:0005739|PO:0000037|PO:0000230|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001078|PO:0001081|PO:0004507|PO:0007098|PO:0007115|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
902	ath	At1g50030|TOR|AT1G50030	AT1G50030|TOR|target of rapamycin|F2J10.19|F2J10_19	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  larger plants, more resistant to stress. Embryo defective, globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009791|GO:0005515|GO:0009303|GO:0010507|GO:0040019|GO:0005737|GO:0030307|GO:0009793|GO:0000975|GO:0045893|GO:0005634|GO:0042802|GO:2000234|GO:0043621|PO:0009013|PO:0009089|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0020094|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
903	ath	At1g76060|EMB1793|AT1G76060	AT1G76060|EMB1793|EMBRYO DEFECTIVE 1793|T4O12.26|T4O12_26	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  embryo defective. cotyledon. embryo defective.	PO:0009009|PATO:0000051|PATO:0000460|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
904	ath	At2g01350|QPT|AT2G01350	AT2G01350|QPT|quinolinate phoshoribosyltransferase|F10A8.23|F10A8_23	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009507|GO:0009435|GO:0004514|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
905	ath	At2g17510|EMB2763|AT2G17510	AT2G17510|EMB2763|RRP44A|AtRRP44A|EMBRYO DEFECTIVE 2763|Rrp44 homolog A|MJB20.7|MJB20_7	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.	PO:0009009|PATO:0000051|PATO:0000460|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
906	ath	At2g21470|EMB2764|AT2G21470|SAE2	AT2G21470|SAE2|ATSAE2|EMB2764|SUMO-activating enzyme 2|EMBRYO DEFECTIVE 2764|F3K23.23|F3K23_23	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0005515|GO:0019948|GO:0009793|GO:0016925|GO:0005634|GO:0005829|GO:0009506|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000003|PO:0000293|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007095|PO:0007098|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
907	ath	At2g28880|EMB1997|AT2G28880|emb1997	AT2G28880|emb1997|ADCS|embryo defective 1997|aminodeoxychorismate synthase|F8N16.17|F8N16_17	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0046417|GO:0008153|GO:0009793|GO:0046656|GO:0009507|GO:0046820|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001078|PO:0001081|PO:0004507|PO:0007611|PO:0007616|PO:0001016	Plant PhenomeNET|TAIR
908	ath	At2g44190|EMB3116|AT2G44190|EDE1	AT2G44190|EDE1|QWRF5|EMB3116|ENDOSPERM DEFECTIVE 1|QWRF domain containing 5|EMBRYO DEFECTIVE 3116|F6E13.32	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  seed is wrinkled to a variable degree. the underlying defect is aberrant cell division within the endosperm and, to a lesser extent, within the embryo . Embryonic lethal in homozygotes. Mutants display 66% seed abortion, with both brown shrunken seeds (late abortion) and small white desiccated seeds (early abortion).  Cellularization of endosperm is not observed.  Microtubule organization in endosperm in defective.	PO:0009009|PATO:0000051|PATO:0000460|GO:0010342|GO:0005634|GO:0005737|GO:0008017|GO:0005880|GO:0048316|GO:0051301|GO:0000226|GO:0009960|PO:0000013|PO:0000037|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0009089|PO:0020003|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007098|PO:0007115|PO:0007611|PO:0007616|PO:0001016|PO:0001017|PO:0007631	Plant PhenomeNET|TAIR
909	ath	At3g01610|EMB1354|AT3G01610|CDC48C	AT3G01610|CDC48C|emb1354|cell division cycle 48C|embryo defective 1354|F4P13.15|F4P13_15	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009793|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007098|PO:0007103|PO:0007115|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
910	ath	At3g18290|EMB2454|AT3G18290|BTS	AT3G18290|EMB2454|BTS|embryo defective 2454|BRUTUS|MIE15.8	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  embryo defective. developmental arrest of mutant embryos.	PO:0009009|PATO:0000051|PATO:0000460|GO:0010106|GO:0009793|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001017	Plant PhenomeNET|TAIR
911	ath	At3g46560|EMB2474|AT3G46560|TIM9	AT3G46560|TIM9|emb2474|AtTIM9|TRANSLOCASE OF THE INNER MEMBRANE 9|embryo defective 2474|F12A12.80	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009793|GO:0005758|GO:0005739|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
912	ath	At3g48470|EMB2423|AT3G48470	AT3G48470|EMB2423|EMBRYO DEFECTIVE 2423	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  embryo defective. transition. embryo defective.	PO:0009009|PATO:0000051|PATO:0000460|GO:0003674|GO:0009793|PO:0000293	Plant PhenomeNET|TAIR
913	ath	At3g63490|EMB3126|AT3G63490|EMBRYO DEFECTIVE 3126	AT3G63490|EMB3126|PRPL1|EMBRYO DEFECTIVE 3126|plastid ribosomal protein L1|MAA21.120|AT3G63490.1|AT3G63490.2	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009535|GO:0009507|GO:0009570|GO:0009941|GO:0005634|GO:0016020|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009001|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131	Plant PhenomeNET|TAIR
914	ath	At4g19350|EMB3006|AT4G19350	AT4G19350|EMB3006|embryo defective 3006|T5K18.130|T5K18_130	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  embryo defective. developmental arrest of mutant embryos occurs at preglobular stage.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009793|GO:0003674|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
915	ath	At4g26500|EMB1374|AT4G26500|CPSUFE	AT4G26500|EMB1374|CPSUFE|ATSUFE|SUFE1|BolA1|MBRYO DEFECTIVE 1374|chloroplast sulfur E|ARABIDOPSIS THALIANA SULFUR E|SULFUR E 1|homolog of E.coli BolA 1|M3E9.70|M3E9_70	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  embryo defective. preglobular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009570|GO:0009507|GO:0016226|GO:0008047|GO:0009793|GO:0005739|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
916	ath	At4g39120|HISN7|AT4G39120|IMPL2	AT4G39120|IMPL2|HISN7|myo-inositol monophosphatase like 2|HISTIDINE BIOSYNTHESIS 7|T22F8.20|T22F8_20	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0008934|GO:0004401|GO:0009507|GO:0010347|GO:0000105|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
917	ath	At5g05680|EMB2789|AT5G05680|MOS7	AT5G05680|MOS7|EMB2789|MODIFIER OF SNC1,7|EMBRYO DEFECTIVE 2789|MJJ3.8|MJJ3_8	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  Mutant plants exhibit defects in basal and R protein-mediated immunity and in systemic acquired resistance but do not display obvious pleiotropic defects in development, salt tolerance, or plant hormone responses.	PO:0009009|PATO:0000051|PATO:0000460|GO:0005643|GO:0006611|GO:0009627|GO:0005635|GO:0005515|GO:0045087|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020100|PO:0020137|PO:0025022|PO:0000084|PO:0000293|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007115|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
918	ath	At5g13510|EMB3136|AT5G13510|EMBRYO DEFECTIVE 3136	AT5G13510|EMB3136|EMBRYO DEFECTIVE 3136|T6I14.40|T6I14_40|AT5G13510.1	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0022626|GO:0009507|GO:0009570|GO:0009941|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009001|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131	Plant PhenomeNET|TAIR
919	ath	At5g14320|EMB3137|AT5G14320	AT5G14320|EMB3137|EMBRYO DEFECTIVE 3137|F18O22.110|F18O22_110	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009941|GO:0009507|GO:0009570|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
920	ath	At5g14760|AO|AT5G14760|AT4G39830	AT4G39830|AO|Cupredoxin superfamily protein|T5J17.9|AT5G14760|FIN4|L-aspartate oxidase|FLAGELLIN-INSENSITIVE 4|T9L3.60|T9L3_60	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009435|GO:0009507|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
921	ath	At5g17710|EMB1241|AT5G17710|embryo defective 1241	AT5G17710|EMB1241|embryo defective 1241|MVA3.60|MVA3_60|AT5G17710.1|AT5G17710.2	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  embryo defective. preglobular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009570|GO:0009579|GO:0005507|GO:0009507|GO:0009793|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131	Plant PhenomeNET|TAIR
922	ath	At5g18570|EMB3138|AT5G18570|EMB269|EMBRYO DEFECTIVE 269	AT5G18570|EMB269|ATOBGC|CPSAR1|EMB3138|ATOBGL|Obg A-2|EMBRYO DEFECTIVE 269|chloroplastic SAR1|EMBRYO DEFECTIVE 3138|OBG-like protein|T28N17.50|T28N17_50|AT5G18570.1	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  developmental arrest of mutant embryos occurs at globular stage. white seeds and embryos. 25.0% mutant.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009570|GO:0010027|GO:0009507|GO:0009706|GO:0003924|GO:0006364|GO:0009793|GO:0009416|GO:0009658|PO:0000013|PO:0000037|PO:0008019|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0000005|PO:0000014|PO:0009001|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
