id	species	gene_names	gene_synonyms	description	term_ids	sources
69	ath	At5g06070|RBE|AT5G06070	AT5G06070|RBE|RAB|RABBIT EARS	Abnormal petal morphology.  Altered petal morphology. A wild-type flower has four petals of almost the same size and shape. A petal is flat from top to bottom, and the bottom part is narrow and greenish. In rbe-1, petals were deformed and their degree of morphological abnormality varied from a mild phenotype of a reduced blade at the top, an intermediate phenotype of spoon-shaped petals with a small blade and a short filamentous stalk at the base, to a severe phenotype of filaments only. In some cases, no petals or filaments were observed at the position of petal formation. . The epidermal cells on the lower surface of the filaments of rbe-1 had an irregular ridged structure similar to that of the lower surface of the wild type, but the cells were flattened and elliptic. The position of the filamentous petals was normal. that is, they were formed in the second whorl at a position between the medial and lateral sepals. Furthermore, in the small or spoon-shaped petals of rbe-1, the epidermal cells had a ridged structure and were smaller . This suggests that the position and identity of the aberrant-shaped petals of rbe was not altered. . Defective in petal development. petals are transformed to filamentous organs, or lost. ovules have shorter integuments than those of wild type, producing shorter siliques. reduced fertility. strong allele. Defective in sepal, petal, and ovule development. flowers sometimes produce more than four sepals and exhibit fusion between adjacent sepals. petals are often reduced in size or altered  in appearance, petals often absent or replaced by staminoid organs and filaments. altered integument growth in ovules. reduced fertility. During stage 3 of flower development, four sepal primordia are initiated in normal positions in rbe-3 mutants. However, early in stage 4 some rbe-3 sepal primordia have undergone extra growth along their margins and appear wider than normal. The tips of these primordia were sometimes not located in the middle of the primordia and the two sides of the primordia were not symmetrical. Continued uneven growth of these primordia became more pronounced during development. By stage 5, an organ that had presumably initiated as a single primordium now appeared as two fused primordia or two closely spaced and partially fused primordia. . In rbe-3 flowers, second-whorl petals are often reduced in size or altered in appearance. Petals with staminoid characteristics, stamens, filaments or the absence of organs can all be found in the second whorl of rbe-3 mutants. Mutant flowers sometimes produce more than four sepals and exhibit fusion between adjacent sepals. More than four sepals were observed in approximately 7% of rbe-3 flowers, while some degree of sepal fusion was observed in 35% of flowers (corresponding to 10% of all sepals). In rbe-3 flowers with more than four sepals, the extra sepal was thinner than the remaining four sepals. In some cases, one of the adjacent sepals was  also somewhat reduced in width. Sepal fusion can occur in the absence of more than four sepals. Sepal fusion was observed most often at the base of these organs and more rarely along their entire length. We measured the width of mature sepals to determine whether  sepal fusion might be due to wider organs. rbe-3 sepals were 12% wider than Landsberg erecta (Ler) sepals at maturity. Same phenotype as ag-1 single mutants with completely normal petals developing in the second whorl. In addition, sepal number was normal in these flowers and no cases of sepal fusion were observed. Double mutants had an increased number of sepals compared with either single mutant. In early arising flowers as many as eight sepals were present. In addition, fusion between sepals was observed in ant-4 rbe-3 mutants. Sepals in the double mutant were often fused along their entire length rather than just at their base as usually seen in rbe-3. . Mutant flowers also show a reduction in the overall number of second-whorl organs. In addition, fewer filaments and staminoid organs were present in the double mutant compared with rbe-3 single mutants. Reduced stamen number in the third whorl of ant-4 mutants was partially rescued by rbe-3. Additive phenotype in the first and fourth whorls. Second-whorl organs of the double mutant were more completely converted to stamens or were missing entirely. . The enhancement of the second-whorl phenotypes in these double mutants resulted from AG misexpression. In the double mutants, first-whorl carpels and staminoid carpels were often wider than in ap2-2. These organs had the appearance of several fused organs but were only connected to the base of the flower in the central part of the organ and were in a position normally occupied by a single organ. In addition, first-whorl organs were often fused along much of their length. All of the first-whorl organs were sometimes fused such that the fourth whorl carpel poked through a ring of tissue. Cells present along the margin of fusion resembled the epidermal cells normally present on the abaxial replum of wild-type carpels. . The number of first whorl organs in the double mutant was slightly increased compared with ap2-2 single mutants. No second-whorl organs were present in the double mutant and the third and fourth whorls had an additive phenotype. leaf curling similar to that in clf-2. Both clf-2 and clf-2 rbe-3 produced an average of 4.0 second-whorl organs per flower. In clf-2 mutants these were almost exclusively small petals whereas the average number of small petals in clf-2 rbe-3 was 1.37. Second-whorl petals were most often replaced by spoonshaped petals, staminoid petals, petaloid stamens or stamens. . Four distinct sepal primordia are initiated in a normal pattern during stage 3 of flower development as was seen previously for cuc2-1 and rbe-3 single mutants. Later growth of sepal primordia in the cuc2-1 rbe-3 double is uneven, similar to that seen in rbe-3 single mutants. An increased extent of sepal fusion in the cuc2-1 rbe-3 double mutant as compared with cuc2-1 was first observed during stage 6. In double mutant flowers, sepal fusion occurred more often and to a greater extent than in either single mutant. . Additive phenotype. The number of second-whorl organs was reduced in lug-1 rbe-3 double mutants and these remaining organs were primarily staminoid. Thus, rbe-3 enhanced the second-whorl phenotype of lug-1 mutants. The double mutant rarely produced any seeds, suggesting a more severe defect in female fertility in the double mutant compared with either single mutant. However, no enhancement of the outer integument growth defect was observed. Double-mutant flowers have a phenotype that is similar to ufo-11 flowers. Double mutant has the same phenotype as the ufo-2 single mutant. There is no increase in the number of filaments and/or staminoid organs in the double mutant as compared with ufo-2.	PO:0009032|PATO:0000051|PATO:0000460|GO:0009934|GO:0006355|GO:0009409|GO:0048441|GO:0005634|PO:0000021|PO:0009046|PO:0009052|PO:0020022|PO:0020023|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
70	ath	At1g48600|PMEAMT|AT1G48600|phosphoethanolamine N-methyltransferase	AT1G48600|AtPMEAMT|AtPMT2|Phosphoethanolamine methyltransferase2|AT1G48600.1|T1N15.23|T1N15_23|AT1G48600.2|PMEAMT|phosphoethanolamine N-methyltransferase	Abnormal phosphatidylmethylethanolamine levels. Abnormal phosphatidylmethylethanolamine levels. No other phenotypes detected.	PO:0000003|PATO:0000033|PATO:0000460|CHEBI:15958|GO:0006656|GO:0052667|PO:0020030|PO:0000084|PO:0025195|PO:0025281|PO:0000293|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
71	ath	At5g38660|APE1|AT5G38660|ACCLIMATION OF PHOTOSYNTHESIS TO  ENVIRONMENT	AT5G38660|APE1|ACCLIMATION OF PHOTOSYNTHESIS TO  ENVIRONMENT|MBB18.21|MBB18_21|AT5G38660.1	Abnormal photosynthesis acclimation response.  Altered acclimation responses.	GO:0009643|PATO:0001236|PATO:0000460|GO:0003674|GO:0009507|GO:0009941|GO:0009534|GO:0009535|GO:0016020|GO:0008150|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
72	ath	At5g46110|APE2|AT5G46110|ACCLIMATION OF PHOTOSYNTHESIS TO  ENVIRONMENT 2	AT5G46110|APE2|TPT|ACCLIMATION OF PHOTOSYNTHESIS TO  ENVIRONMENT 2|triose-phosphate &#8260; phosphate translocator|MCL19.16|MCL19_16|AT5G46110.1|AT5G46110.2|AT5G46110.3|AT5G46110.4	Abnormal photosynthesis acclimation response.  Altered acclimation responses.	GO:0009643|PATO:0001236|PATO:0000460|GO:0035436|GO:0015717|GO:0009941|GO:0009507|GO:0009534|GO:0016020|GO:0015120|GO:0071917|GO:0015713|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0006339|PO:0000084|PO:0000293|PO:0025034|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
73	ath	At1g01030|NGA3|AT1G01030	AT1G01030|NGA3|NGATHA3|T25K16.3|T25K16_3	Abnormal pistil morphology.	PO:0009062|PATO:0000051|PATO:0000460|GO:0006355|GO:0048366|GO:0009908|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0025022|PO:0000293|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
74	ath	At1g65380|CLV2|AT1G65380	AT1G65380|CLV2|AtRLP10|clavata 2|Receptor Like Protein 10|T8F5.16|T8F5_16	Abnormal pedicel development unless under short days. Abnormal pistil development unless under short days. Abnormal stamen development unless under short days. Early flowering under short days. Fasciated  inflorescences under short days. Fasciated stems under short days. Large floral meristems. Large shoot meristems. Abnormal pistil, pedicel, and stamen development. Large shoot and floral meristems. Fasciated stems and inflorescences, early flowering, and rescued floral phenotypes under short days.  bent club-like hairs on leaf. yellow green plant with club-like siliques. enlarged shoot apical meristem. enlarged floral meristem. increased width of siliques (club-like). similar to clv1-1, but less pronounced. enlarged shoot apical meristem, altered flower development, slightly increased carpel number, late flowering, interrupted flowering caused by a temporary termination of the main inflorescence flower meristem. stunted growth. short root. Number of carpels not statistically significant form that of clv2-1 alone.	GO:0032502|PO:0009052|PATO:0001236|PATO:0000460|GO:0048467|GO:0048443|GO:0010228|PATO:0000694|EO:0007200|PO:0009053|PATO:0000949|PO:0000229|PATO:0000586|PO:0006079|GO:0005515|GO:0007165|GO:0009653|GO:0009909|GO:0040008|GO:0048507|GO:0033612|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0020144|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
75	ath	At3g48160|DEL1|AT3G48160	AT3G48160|DEL1|E2L3|E2FE|DP-E2F-like 1|E2F-LIKE 3|T24C20.40|DP-E2F-LIKE PROTEIN 1	Abnormal ploidy levels.  Epidermal cells on abaxial surface have increased DNA content.	GO:0090485|PATO:0001236|PATO:0000460|GO:0005515|GO:0032876|GO:0042023|GO:0003677|GO:0005634|PO:0000037|PO:0006340|PO:0009046|PO:0009015|PO:0000293|PO:0007131	Plant PhenomeNET|TAIR
76	ath	At1g02050|LAP6|AT1G02050	AT1G02050|LAP6|PKSA|LESS ADHESIVE POLLEN 6|polyketide synthase A|T7I23.4|T7I23_4	Abnormal pollen exine layer.  Abnormal exine patterning. Pollen has a more extensively covered surface with broader muri and smaller lacunae. Reduced accumulation of flavonoid precursors and flavonoids in developing anthers.	PO:0020008|PATO:0000051|PATO:0000460|GO:0010584|GO:0030639|GO:0005783|GO:0080110|GO:0090439|PO:0009066|PO:0000037|PO:0009005|PO:0009009|PO:0009010|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0020100|PO:0025022|PO:0025313|PO:0000293|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
77	ath	At1g68540|TKPR2|AT1G68540	AT1G68540|TKPR2|CCRL6|tetraketide alpha-pyrone reductase 2|cinnamoyl coA reductase-like 6|T26J14.11|T26J14_11	Abnormal pollen exine layer.	PO:0020008|PATO:0000051|PATO:0000460|GO:0080110|GO:0010584|GO:0005829|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0009071|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
78	ath	At1g77860|KOM|AT1G77860	AT1G77860|KOM|KOMPEITO|F28K19.7|F28K19_7	Abnormal pollen exine layer.  Altered morphology of pollen exine wall.	PO:0020008|PATO:0000051|PATO:0000460|PO:0009046|PO:0007611	Plant PhenomeNET|TAIR
79	ath	At3g09090|DEX1|AT3G09090	AT3G09090|DEX1|DEFECTIVE IN EXINE FORMATION 1|MZB10.12	Abnormal pollen exine layer.  disruption of the plasma menbrane of microspores. blocks the normal invagination of the plasma menbrane and disrupts the proper deposition of sporopollenin during pollen wall development. plasma membrane irregular with flattened protuberances and rare invaginations. this mutation cause male sterility. kanamycin resistant.	PO:0020008|PATO:0000051|PATO:0000460|GO:0010208|GO:0005783|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
80	ath	At4g34850|LAP5|AT4G34850	AT4G34850|LAP5|PKSB|LESS ADHESIVE POLLEN 5|polyketide synthase B|F11I11.90|F11I11_90	Abnormal pollen exine layer.  Abnormal exine patterning. Pollen lacks the characteristic reticulate structure. Reduced accumulation of flavonoid precursors and flavonoids in developing anthers.	PO:0020008|PATO:0000051|PATO:0000460|GO:0010584|GO:0090439|GO:0005783|GO:0080110|GO:0030639|PO:0009066|PO:0009010|PO:0009031|PO:0009046|PO:0025022|PO:0025313|PO:0001078|PO:0007611	Plant PhenomeNET|TAIR
81	ath	At5g11110|AtSPS2F|AT5G11110|SPS2F|sucrose phosphate synthase 2F	AT5G11110|SPS1|ATSPS2F|KNS2|SPS2F|SPSA2|SUCROSE PHOSPHATE SYNTHASE 1|sucrose phosphate synthase 2F|KAONASHI 2|sucrose-phosphate synthase A2|T5K6.100|T5K6_100|AT5G11110.1	Abnormal pollen exine layer.  Defects are specific to pollen exine structure. Smaller mesh size in the exine structure. Increased number of baculae. Fully fertile.	PO:0020008|PATO:0000051|PATO:0000460|GO:0005886|GO:0010208|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0000084|PO:0025195|PO:0000293|PO:0009056|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
82	ath	At1g69500|CYP704B1|AT1G69500	"AT1G69500|CYP704B1|""cytochrome P450, family 704, subfamily B, polypeptide 1""|F10D13.15|F10D13_15"	Abnormal pollen exine layer (no reduction in fertility).	PO:0020008|PATO:0000051|PATO:0000460|GO:0010584|GO:0080110|GO:0018685|PO:0009066|PO:0009010|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0025022|PO:0000054|PO:0004536|PO:0004723|PO:0009052|PO:0001078|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
83	ath	At2g42380|bZIP34|AT2G42380|BZIP34	AT2G42380|ATBZIP34|BZIP34|MHK10.10|MHK10_10	Abnormal pollen exine layer. Abnormal pollen shape. Abnormal pollen shape and exine layer.	PO:0020008|PATO:0000051|PATO:0000460|PO:0025281|GO:0009555|GO:0003677|GO:0045893|GO:0005634|PO:0009030|PO:0009046|PO:0000293|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
84	ath	At1g77390|TAM1|AT1G77390|CYCA1;2	AT1G77390|TAM|CYCA1;2|DYP|CYCA1|TARDY ASYNCHRONOUS MEIOSIS|CYCLIN A1;2|CYCLIN A1|F2P24.10|F2P24_10	Abnormal pollen tetrad formation (no reduction in fertility). Delayed meiotic cell divisions. Abnormal pollen tetrad formation (no reduction in fertility). Delayed meiotic cell divisions.  Meiocytes produce unreduced gametes by undergoing meiosis I but skipping meiosis II. pans1 tam1 double mutant plants showed an increase in viable pollen and seed set compared to the pans1 mutant, indicating genetic suppression of the male sterile phenotype of pans1 by a tam1 loss of function allele.	GO:0009555|PO:0000032|PATO:0001236|PATO:0000460|GO:0051321|PATO:0000502|GO:0005737|GO:0009556|GO:0005634|GO:0007135|GO:0007140|GO:0051445|PO:0000037|PO:0009009|PO:0009010|PO:0009025|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0020038|PO:0025022|PO:0000084|PO:0025195|PO:0025281|PO:0000293|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
85	ath	At1g08550|NPQ1|AT1G08550	AT1G08550|NPQ1|AVDE1|non-photochemical quenching 1|ARABIDOPSIS VIOLAXANTHIN DE-EPOXIDASE 1|F22O13.3|F22O13_3|VIOLAXANTHIN DE-EPOXIDASE PRECURSOR	Abnormal quenching of chlorophyll fluorescence.  altered nonphotochemical quenching of chlorophyll fluorescence. unable to convert violaxanthin to zeaxanthin in excessive light via the xanthophyll cycle. affects the structural gene encoding violaxanthin deepoxidase. exhibits greatly reduced nonphotochemical quenching. demonstrating that violaxanthin deepoxidation is required for the bulk of rapidly reversible nonphotochemical qenching. altered regulation of photosynthetic energy conversion is associated with increased sensitivity to photoinhibition. Partially restores NPQ defects of npq1-2 mutant. Slightly decreased rosette size when compared with wild type and npq1-2 mutant. exhibit greatly reduced nonphotochemical quenching due to absence of zeaxanthin formation under high light. Reduced Fv/Fm and stunted growth under natural fluctuating light conditions (no visible phenotype under controlled growth chamber conditions). aba4-1 npq1 underwent a significant reduction in leaf chlorophyll content and a strong accumulation of the antioxidant molecule tocopherol with respect to npq1 aba4-1 npq1 was photoinhibited further and had only recovered to similar levels as the other genotypes after 6 d decrease of the chlorophyll/carotenoid ratio and an increase in tocopherol content . Lacks both zeaxanthin and tocopherols. Molecules produced during oxidative stress (MDA) accumulate in vte1 npq1 leaves after 7 d in high light, confirming the occurrence of lipid peroxidation. Also, fatty acids and chlorophylls levels decrease in npq1 vte1 leaves. . PSII is strongly photoinhibited and lipid peroxidation is enhanced in the double mutant. . Very sensitive to high light stress. When exposed to high light at low temperature,most of the mature leaves of npq1 vte1 bleached in contrast with wild-type, npq1, or vte1 leaves, which did not exhibit visual symptoms of oxidative stress. Mutants does not convert violaxanthin to antheraxanthin and zeaxanthin during exposure to high light. .	GO:0010196|PATO:0001236|PATO:0000460|GO:0030095|GO:0010028|GO:0009543|GO:0009408|GO:0009534|GO:0006631|GO:0016122|GO:0009507|GO:0046422|GO:0015994|GO:0031977|GO:0005515|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001017	Plant PhenomeNET|TAIR
86	ath	At5g57090|AGR1|AT5G57090|EIR1	AT5G57090|EIR1|WAV6|ATPIN2|PIN2|AGR|AGR1|MM31|ETHYLENE INSENSITIVE ROOT 1|WAVY ROOTS 6|ARABIDOPSIS THALIANA PIN-FORMED 2|PIN-FORMED 2|AGRAVITROPIC ROOT|AGRAVITROPIC ROOT 1|MUL3.3|MUL3_3|AUXIN TRANSPORT PROTEIN EIR1|POLAR-AUXIN-TRANSPORT EFFLUX COMPONENT AGRAVITROPIC 1	Abnormal hypocotyl gravicurvature. Abnormal root gravicurvature. Abnormal root and hypocotyl gravicurvature.  Altered DR5:GUS expression. significantly longer roots than wild type, when grown on agar containing 0.3 micromolar 2,4-D. when grown on perlite without 2,4-D mutants show very variable development of the rosette, ranging from normal size to very small with occasional seedlings not developing beyond cotyledon stage. mutants have few roots. on agar plates, mutant roots can be seen to grow agravitropically. significantly longer roots than wild type, when grown on agar containing 0.3 micromolar 2,4-D. when grown on perlite without 2,4-D mutants show very variable development of the rosette, ranging from normal size to very small with occasional seedlings not developing beyond cotyledon stage. mutants have few roots. on agar plates, mutant roots can be seen to grow partially agravitropically. root insensitive to ethylene. shoot sensitive to ethylene. agravitropic root. not auxin resistant.	GO:0009630|PO:0020100|PATO:0001236|PATO:0000460|GO:0009958|PO:0009005|GO:0009749|GO:0005886|GO:0010329|GO:0009925|GO:0009926|GO:0009723|GO:0000323|GO:0009733|PO:0006081|PO:0000256|PO:0000025	Plant PhenomeNET|TAIR
87	ath	At1g13870|DRL1|At4g35420|TKPR1|AT1G13870|AT4G35420	AT1G13870|DRL1|AtKTI12|DEFORMED ROOTS AND LEAVES 1|F16A14.8|F16A14_8|AT4G35420|TKPR1|dihydroflavonol 4-reductase-like1|tetraketide alpha-pyrone reductase 1|F15J1.1	Abnormal leaf growth. Abnormal root growth. Reduced fertility. Abnormal root and leaf growth.  highly abnormal development with stunted roots, few root hairs, lanceolate leaves, and a highly enlarged, disorganized shoot apex that does not produce an inflorescence. narrow leaves, reduced primary root growth, altered phyllotaxis of leaves and floral organs, reduced number of stamens, reduced heigth of inflorescence. Reduced width of leaves is due to a reduced cell number. Dorsal and ventral identity of the leaves is normal. drl1-2 is epistatic to angustifolia. . Narrow leaf lamina phenotype.	GO:0010338|PATO:0001236|PATO:0000460|GO:0048364|PO:0000003|PATO:0001834|GO:0080178|GO:0005516|GO:0006400|GO:0048366|GO:0009933|GO:0010584|GO:0048316|GO:0005783|GO:0080110|GO:0009555|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009071|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
