	id	species	gene_names	gene_synonyms	description	term_ids	sources
4327	4327	ath	AT1G03980		Exposure of seedlings to 50 &#956.M Cd2+ for 2 days does not induce phytochelatin biosynthesis. Exposure of seedlings to 50 &#956.M Cd2+ for 2 days does phytochelatin biosynthesis as it does in wild type.		TAIR
4329	4329	ath	AT1G04140		Heterozygotes have short siliques and reduced number of seeds. Some embryos are also abnormally shaped.		TAIR
4349	4349	ath	AT1G06430		Completely white seedlings. Restoration of Heterozygocity of FTSH8 allows chloroplast development in the cotyledons. no visible difference in leaf morphology and variegation when grown under normal light and temperature conditions compared to wild-type.		TAIR
4348	4348	ath	AT1G06170		Anthers on early flowers fail to produce pollen grains, anthers on later flowers produce a small number of pollen grains. Tapetum does not develop normally. Callose cell wall is thinner. Normal vegetative growth and floral organs.		TAIR
4347	4347	ath	AT1G05890		Comparison of SALK_043717C to Columbia resulted in a trend toward less biomass in the mutant (P=0.16) and more growth over time in the Columbia (exponential growth curve fit began at same level and slope increased more in Columbia, although statistical comparison of curve fits for mutant and wildtype gave P=0.3).		TAIR
4346	4346	ath	AT1G05700		semi-sterile. resistant to kanamycin.		TAIR
4345	4345	ath	AT1G05690		Reduced seed set and shortened siliques. Phenotype is identical to bt2-3/+.bt3-1/+. Embryo lethal - not recovered. same as smb-3 single mutant. Double homozygotes are embryo lethal.  Double heterozygotes have short siliques and a reduced seed set.		TAIR
4344	4344	ath	AT1G05560		Extracts from mutant leaves, flowers, and siliques show a 95% reduction in  p-acylglucosyltransferase activity relative to wild type extracts, and p-ABA-glucose formation is severely diminished when assayed in a radiotracer feeding experiment using mutant and wild type leaves. Though the ratio of glucosylated to non-glucosylated pABA is much lower in mutant plants, they have comparable levels of total pABA.		TAIR
4343	4343	ath	AT1G04977		No visible phenotype. Resistant to IAA, dwarfed. No visible phenotype.		TAIR
4342	4342	ath	AT1G04945		Albino phenotype even in the youngest part of the seedling, which often accumulates anthocyanins. Seedlings grown in artificial media supplemented with sucrose are able to produce a few irregularly shaped leaves, followed by an arrest in growth. The timing of growth arrest varies from one seedling to the next leading to a variety of sizes and morphologies.		TAIR
4341	4341	ath	AT1G04880		Reduced fertility, shorter siliques, lower seed set.		TAIR
4328	4328	ath	AT1G04080		Mutant plants are indistinguishable from WT, except for a delay in time to flowering measured as the number of days to bolting and the total leaf numbers at flowering. On average, the mutant plants flower 10 days and 44 days later than WT plants under long day and short day growth conditions, respectively. The mutant is responsive to a vernalization treatment, the treated mutant plants flowering earlier than mutant plants not subjected to the vernalizaiton treatment. The mutant plants treated with GA flowered earlier than the at prp39-1-1 plants without GA treatment and at similar times as wild-type plants without GA treatment.		TAIR
4340	4340	ath	AT1G04860		No visible phenotype.		TAIR
4338	4338	ath	AT1G04650		Double mutant increases number of bivalents from hei10-2 single.		TAIR
4337	4337	ath	AT1G04580		The endogenous levels of ABA are significantly lower than those of the aao3 single mutant. No significant changes in ABA levels were observed. Reduced Levels of Total BA and of  Benzoylated Glucosinolates .		TAIR
4336	4336	ath	AT1G04550		No visible phenotype.		TAIR
4335	4335	ath	AT1G04520		This mutant does not show any obvious abnormal growth or developmental phenotype. The movement of GFP between cells is increased in this double mutant.		TAIR
4334	4334	ath	AT1G04510		defective in R protein-mediated defense response.		TAIR
4333	4333	ath	AT1G04477		Plants produce 50% nonviable pollen.		TAIR
4332	4332	ath	AT1G04310		long roots and reducion in root hairs when grown on media supplemented with methyl jasmonate and ACC. fails to produce pollen at 22C, but is fertile at 16C. ethylene insensitive. acts upstream of the ctr1 protein kinase gene in the ethylene-response pathway. kanamycin resistant.		TAIR
4331	4331	ath	AT1G04180		Disruption of shade avoidance response reflected in failure to increase hypocotyl and petiole length under end-of-the-day far-red light treatment and under low red to far-red conditions. Reduced fertility. Reduced hypocotyl and petiole length under end-of-day far-red light treatment (EOD-FR). Slight reduction in hypocotyl length under both high and low red to far-red (R:FR) conditions.		TAIR
4330	4330	ath	AT1G04160		There are no obvious defects in the aerial tissues, roots, or root hairs of xi-b mutant plants grown under normal conditions. There are also no obvious defects in organelle trafficking. Double mutant analysis reveals a role for xi-b in root hair elongation (see xi-2/xi-b). There are no obvious defects in the aerial tissues, roots, or root hairs of xi-b mutant plants grown under normal conditions. There are also no obvious defects in organelle trafficking. Double mutant analysis reveals a role for xi-b in root hair elongation (see xi-2/xi-b). The overall growth of the xi-2 / xi-b double mutant is normal. In the leaf epidermis, Golgi stacks and peroxisomes move more slowly in these mutant cells than in wild-type cells. The rate of mitochondrial movement is also slightly reduced. Root hair length is reduced to ~15% of the wild type root hair length in these double mutants, but their root hair density is very similar to the wild type density.		TAIR
4339	4339	ath	AT1G04710		No Visible Phenotype.		TAIR
4304	4304	ath	ARC7		pale first leaves in early seedling growth. mean chloroplast number per cell = 82 (cf. wild type 83). mean chloroplast size = 40µm2 (cf. wild type 53µm2).		TAIR
4303	4303	ath	ARC4		fewer and larger chloroplasts than wild type in mesophyll cells. size is 1000-4000µm2.		TAIR
4302	4302	ath	ARC2		mesophyll cells contain approximately half the chloroplast number of wild type and mean chloroplast plan area is about twice that of wild type. plant slightly more pale than wild type.		TAIR
6207	6207	ath	EMB1023		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6208	6208	ath	EMB1026		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6209	6209	ath	EMB1028		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6210	6210	ath	EMB1029		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6211	6211	ath	EMB1031		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6212	6212	ath	EMB1032		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6213	6213	ath	EMB1033		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6214	6214	ath	EMB1034		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6215	6215	ath	EMB1036		embryo defective. terminal embryo phenotype: transition stage.		TAIR
6206	6206	ath	EMB1022		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6216	6216	ath	EMB1037		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6218	6218	ath	EMB1039		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6219	6219	ath	EMB1040		embryo defective. further details not available.		TAIR
6220	6220	ath	EMB1042		embryo defective. terminal embryo phenotype: transition stage.		TAIR
6221	6221	ath	EMB1043		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6222	6222	ath	EMB1044		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6223	6223	ath	EMB1045		embryo defective. terminal embryo phenotype: transition stage.		TAIR
6224	6224	ath	EMB1046		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6225	6225	ath	EMB1048		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6226	6226	ath	EMB1049		embryo defective. terminal embryo phenotype: transition/cotyledon stage.		TAIR
6217	6217	ath	EMB1038		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6205	6205	ath	EMB1021		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6204	6204	ath	EMB1020		embryo defective. terminal embryo phenotype: variable.		TAIR
6203	6203	ath	EMB1018		embryo defective. terminal embryo phenotype: transition stage.		TAIR
4301	4301	ath	ARC10		no visible whole plant phenotypic effect. mean chloroplast number per cell = 38 (cf. wild type 83). mean chloroplast size = 170µm2 (cf. wild type 53µm2).  each mesophyll cell contains 2 large and several smaller chloroplasts.		TAIR
4300	4300	ath	ALS5		incomplete penetrance. increased aluminum sensitivity. poor root growth in the presence of levels of aluminum (e.g. 0.25 - 0.75 mM AlCl3) that slightly inhibits root growth in wild type seedlings.		TAIR
4299	4299	ath	ALS4		increased aluminum sensitivity. poor root growth in the presence of levels of aluminum (e.g. 0.25 - 0.75 mM AlCl3) that slightly inhibits root growth in wild type seedlings.		TAIR
4298	4298	ath	ALR-128		incomplete penetrance. increased aluminum resistance. enhanced root growth in the presence of a wide range of aluminum concentrations that strongly inhibits root growth in wild type seedlings. strong root growth inhibition only observed at concentrations greater than 1.25 mM AlCl3. accumulates lower levels of Al in the root tips, suggesting Al exclusion from roots by increased exudation of Al-chelating organic acids.		TAIR
4297	4297	ath	ALR-104		incomplete penetrance. increased aluminum resistance. enhanced root growth in the presence of levels of aluminum (e.g. 0.75 - 1.50 mM AlCl3) that strongly inhibits root growth in wild type seedlings. accumulates lower levels of Al in the root tips, suggesting Al exclusion from roots by alkalinization of the rhizosphere to a greater extent than for wild type roots.		TAIR
4296	4296	ath	ALB2		white embryo and seedling (albino), lethal.		TAIR
4295	4295	ath	ADE1		sustained and enhanced levels of ABA-regulated gene expression. expression of other Arabidopsis ABA-responsive genes (cor47, rab18 and kin2) in ade1 plants are also enhanced and prolonged. pale green plants. kanamycin resistant.		TAIR
4294	4294	ath	ACL2		flower stems are much reduced in length, semi-dwarf (defect in elongation of type 2 metamer-internode), reduced number of flower-bearing phytomers. weak apical dominance. altered leaf morphology (rosette leaves irregularly buckled, twisted, tend to curl downwards and have short petioles). wild-type phenotype partially restored at 28C.		TAIR
6190	6190	ath	EMB1000		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6191	6191	ath	EMB1001		embryo defective. terminal embryo phenotype: variable.		TAIR
6192	6192	ath	EMB1003		embryo defective. terminal embryo phenotype: variable.		TAIR
6193	6193	ath	EMB1004		embryo defective. terminal embryo phenotype: transition stage.		TAIR
6194	6194	ath	EMB1005		embryo defective. further details not available.		TAIR
6195	6195	ath	EMB1007		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6196	6196	ath	EMB1010		embryo defective. terminal embryo phenotype: transition stage.		TAIR
6197	6197	ath	EMB1012		embryo defective. terminal embryo phenotype: variable.		TAIR
6198	6198	ath	EMB1013		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6199	6199	ath	EMB1014		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6200	6200	ath	EMB1015		embryo defective. terminal embryo phenotype: variable.		TAIR
6201	6201	ath	EMB1016		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6202	6202	ath	EMB1017		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
4350	4350	ath	AT1G06515		Early flowering phenotype. The lateral shoot branching capacity of the mutant plants was higher than that of wild-type plants. The mutant plants were about 30% shorter than the wild type in stature. Plants produce 50% nonviable pollen.		TAIR
6612	6612	ath	EMB1527		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
4351	4351	ath	AT1G06660		Reduced abortion of triploid seeds. In the presence of adm-1 the seed abortion phenotype due to the jas-3 allele is reduced from 30% to 2%.		TAIR
4353	4353	ath	AT1G06790		Pleiotropic developmental defects. Serrated leaves, stunted growth, shorter roots on half strength MS medium, smaller siliques than wild type.		TAIR
4422	4422	ath	AT1G16570		Reduced transmission through gametophytes. In unfertilized  mutant ovules, the pollen tube continues to grow inside the female gametophyte and does not release sperm cells. In the male, loss of function results in premature rupture of the pollen tube. tun-1/TUN heterozygous mutants 12% of ovules are unfertilized. In unfertilized ovules the pollen tubes overgrow in the FG, and do not rupture. Pollen development is normal but tun-1 pollen tubes rupture shortly after germination.		TAIR
4421	4421	ath	AT1G16380		Osmotic adjustment and K(+) homeostasis in pollen development, survival, germination, and tube growth.		TAIR
4420	4420	ath	AT1G16300		weaker induction of HSP70A following AZC treatment of  the hsfA2 mutant line when compared with wild-type .		TAIR
4419	4419	ath	AT1G16010		Homozygote has a WT phenotype, even under conditions of Mg+ stress.		TAIR
4418	4418	ath	AT1G15830		The mutant shows ABA insensitivity in stomatal movement, including promotion of stomatal closure and inhibition of stomatal opening. The detached leaves of the mutant lose more water than those of the wild-type plants under dehydration condition. both young seedlings and mature plants of the mutant have lower capacity to conserve water during drought stress in comparison with wild-type plants. The ROS levels increase in the mutant in comparison with wild-type plants in both the whole leaves and in guard cells. Treatment with low concentrations of ABA reduces ROS levels in both whole leaves(1 to 10 uM ABA application) and in guard cells(5 uM ABA application) in the mutant plants. lhcb1 lhcb6 double mutant show ABA insensitivity than wild-type in stomatal movement, including promotion of stomatal closure and inhibition of stomatal opening. The detached leaves of the double mutant lose more water than those of wild-type plants under dehydration condition, and that both young seedlings and mature plants of the double mutant have lower capacity to conserve their water during drought stress in comparison with wild-type plants. The ROS levels increase in the double mutants in comparison with wild-type plants in both the whole leaves and in guard cells. Low concentrations ABA treatments reduce ROS levels of double mutents in both whole leaves(1 to 10 &#956.M ABA application) and in guard cells(5 &#956.M ABA application). lhcb6 cch double mutant shows ABA insensitivity than wild-type in stomatal movement, including promotion of stomatal closure and inhibition of stomatal opening, and the strength of the ABA insensitive phenotypes is comparable to that of the cch mutant,  stronger than that of the lhcb6 single mutant and lhcb1 lhcb6 double mutant.		TAIR
4417	4417	ath	AT1G15750		Heterozygotes tpl-1/+ show a weak cotyledon fusion defect. They segregate homozygous tpl-1 mutants. tpl-1 mutant seedlings have a range of cotyledon defects. The most severe phenotype of these mutants is a replacement of shoots with roots. Mutants are temperature sensitive and at the restrictive temperature (29 degrees C) transform the embryonic shoot pole into a second root pole that gives rise to a double root seedling.  At lower temperatures, mutant embryos fail to form a shoot apical meristem and show varying degrees of cotyledon fusion. The ability of an IAA12/BDL:GAL4DB protein to repress transcription is lost in a tpl-1 mutant, based on GAL4/UAS:GUS-based assay. Embryos form cotyledons at the transition stage of embryogenesis that appear slightly stunted at later stages compared to wt embryos. No obvious phenotype when grown at the restrictive temperature (29 degrees C) that produces the topless phenotype in the tpl-1 mutant.		TAIR
4416	4416	ath	AT1G15580		No visible phenotype.		TAIR
4415	4415	ath	AT1G15500		Necrotic leaf lesions in short day conditions at low light.  Light-induced accumulation of H(2)O(2) and constitutive expression of genes for copper/zinc superoxide dismutase 2 and ascorbate peroxidase 1.		TAIR
4414	4414	ath	AT1G15210		No visible phenotype.		TAIR
4423	4423	ath	AT1G16670		Significantly enhanced freezing tolerance compared to the wild-type under both non- acclimated and cold-acclimated conditions.		TAIR
4413	4413	ath	AT1G14685		Slightly reduced vigor, perforated gynoecium septum, some reduction in female fertility, sporadic ovule abnormalities. Very reduced vigor, sensitive to any stress, reduced stature, small curled leaves, perforated gynoecium septum, severe reduction in female fertility, common ovule abnormalities, primary inflorescence usually infertile, fertility only in secondary inflorescences, some reduction in male fertility. Occasional perforated gynoecium septum, slight reduction in female fertility, sporadic ovule abnormalities. No visible phenotype.		TAIR
4411	4411	ath	AT1G14140		Mutant plant Does Not show the post illumination increase in Chl fluorescence due to the loss of NDH-mediated reduction of the plastoquinone pool in darkness (PMID: 20430763, 20666928). Mutant plants showed the post illumination increase in Chl fluorescence due to the loss of NDH-mediated reduction of the plastoquinone pool in darkness.		TAIR
4410	4410	ath	AT1G14130		Homozygotes have elevated auxin levels. Expanded expression of YUC6, increased lateral root density, elongated root hairs, planar and larger cotyledons, faster root gravitropic bending and phototropic bending, small siliques with incomplete filling in an irregular pattern on primary branch. Elevated auxin levels. Expanded expression of YUC6, increased lateral root density, elongated root hairs, planar and larger cotyledons, faster root gravitropic bending and phototropic bending, small siliques with incomplete filling in an irregular pattern on primary branch.		TAIR
4409	4409	ath	AT1G13740		Hypersensitive to salt, glucose and osmotic stress. Hyperdormant. Slightly sensitive to ABA.		TAIR
4408	4408	ath	AT1G13710		Ovules contain supernumerary megasporocytes.		TAIR
4407	4407	ath	AT1G13580		No visible phenotype.		TAIR
4406	4406	ath	AT1G13300		Primary root growth of the double mutant is strongly insensitive to decreased phosphate levels.The Pi depletion repression  of root growth phenotype is dependent upon the presence of nitrate (0.05mMNO3).		TAIR
4405	4405	ath	AT1G13030		Short delay in flowering, and a  Hyper-GFP  phenotype (stronger GFP expression than wildtype) in the meristem regions at the shoot and root apices and in the hypocotyl of young seedlings.		TAIR
4404	4404	ath	AT1G12820		No visible phenotype. Resistant to IAA, dwarfed. No visible phenotype.		TAIR
4403	4403	ath	AT1G12800		Delayed germination , pale green leaves, reduced root growth and reduced seed weight. Reduced chlorophyll content, abnormal chloropasts with fewer stacked membranes and reduced size of prolamellar body.		TAIR
4412	4412	ath	AT1G14290		Dwarf plants with reduced vigor, dies before expansion of the true leaves, necrotic lesions on cotyledons. When grew on agar plates, the double mutants displayed extended viability and developed into compact and epinastic rosette with small curled leaves and short petioles, however no bolting. Short roots on agar plate.		TAIR
4402	4402	ath	AT1G12780		no obvious phenotype.		TAIR
4424	4424	ath	AT1G17060		chi2 mature plants exhibit phenotypic features such as dwarfism, reduced male fertility and dark green, rounded epinastic leaves. Hypocotyl elongation of de-etiolated chi2 mutant seedlings grown under dim far-red light was severely inhibited. In darkness, chi2 plants were significantly shorted than wild-type plants, with apical hooks opening in the dark. Under monochromatic red, blue and far-red lights, the mutant retained the ability to respond to light, while both responsiveness and sensitivity of the response appeared to be increased. The phenotype was rescued by exogenous application of brassinolide. Dwarf plants with short hypocotyls in light and dark. Plants have dark green leaves with rounded blades, short stems and internodes,reduced apical dominance and delayed senscence. Seeds are smaller (shorter) that non- mutant siblings.  Mutants have reduced levels of endogenuos brassinosteroids.		TAIR
4426	4426	ath	AT1G17070		Defect of dedifferentiation.		TAIR
4446	4446	ath	AT1G18800		mutants did not show any phenotype under in vitro culture and greenhouse growth conditions. Double mutant plants showed a short-root phenotype: roots grew like the wild-type roots until 6 d after germination (DAG). However, after 7 DAG, the elongation of the double mutant roots was dramatically reduced compared with the wild-type roots. The aerial organs (leaves, rosettes, inflorescences, flowers, fruits, and embryos) developed normally in the double mutant plants. .		TAIR
4445	4445	ath	AT1G18750		No visible phenotype. Reduced seed set due to decreased pollen viability and other pollen defects.		TAIR
4444	4444	ath	AT1G18620		Reduced leaf and petiole size. Small rosettes. Reduced stem and silique length. Reduced leaf and petiole size. Reduced stem and seed length.  Reduced cell elongation in longitudinal direction.		TAIR
4443	4443	ath	AT1G18400		No visible phenotype.		TAIR
4442	4442	ath	AT1G18390		Hypersensitive to drought stress. Decreased sensitivity to ABA treatment during germination. Flowers 3 days later than wild type. Hypersensitive to drought stress. Decreased sensitivity to ABA treatment during germination.		TAIR
4441	4441	ath	AT1G18350		bud1 plants develop significantly fewer  lateral roots, simpler venation patterns, and a quicker and greater curvature in the gravitropism assay. In addition, the bud1  plants have shorter hypocotyls at high temperature (29C) under light, which is a characteristic feature of defective auxin  action. Determination of tritium-labeled indole-3-acetic acid transport showed that the increased expression of MKK7 in bud1  or the repressed expression in MKK7 antisense transgenic plants causes deficiency or enhancement in auxin transport,  indicating that MKK7 negatively regulates polar auxin transport.		TAIR
4440	4440	ath	AT1G18330		Under both FRc and Rc conditions, the length of mutant hypocotyls and cotyledon area are similar to that of wild type.		TAIR
4439	4439	ath	AT1G18260		Endoplasmic reticulum (ER)-associated degradation process is blocked and the unfolded protein response is activated in ebs5-5 mutant.		TAIR
4438	4438	ath	AT1G17920		Three cotyledons. Fused cotyledon. Delayed development. Small rosettes. slow growth. wide leaves. somewhat dark-green-opaque plants. disrupted phyllotaxy. short internodes. siliques perpendicular to stems. short siliques. good fertility. somewhat short plants. average height = 33 cm. Reduced LAS (LATERAL SUPPRESSOR) expression, defective cotyledon development with incomplete penetrance, including tricots and partially fused cotyledons. Alterations of leaf phyllotaxy and sometimes leaf fusion. Obvious enhancement of the excess branching phenotype of the hdg11-1 trichome. Although ectopic overexpression of HDG11 causes increased drought tolerance, there is no evidence for reduced drought tolerance in hdg11-2 hdg12 double mutants. The mutants have a wild type appearance, with the exception of having increased trichome branching.		TAIR
4425	4425	ath	AT1G17065		Longer hypocotyls in light and dark conditions. Double mutant of BAS1 and SOB both of which are null alleles. Less responsive to light as measured by hypocotyl elongation and enhanced cotyledon expansion in red, blue and far red light meaning they are less responsive. Early flowering. Increased levels of 6-deoxotyphasterol and cataseterone, which are products of the brassiolide pathway.		TAIR
4437	4437	ath	AT1G17780		Reduced heat tolerance and disease resistance to B. cinerea.		TAIR
4435	4435	ath	AT1G17630		Suppressor of C17  growth inhibition. C17 is a cellulose biosynthesis inhibitor.		TAIR
4434	4434	ath	AT1G17615		Mutation in TN2 fully suppresses exo70B1- associated phenotypes, including spontaneous cell death.		TAIR
4433	4433	ath	AT1G17610		rosette leaves become chlorotic, wilt and die after more than 3 days exposure to chilling temperatures in the range of 18-10C and can not be rescued after this time by a return to the normal growth temperature. altered steryl-ester metabolism. defective in chloroplast protein accumulation at low temperatures. rosette leaves become chlorotic, wilt and die after more than 3 days exposure to chilling temperatures in the range of 18-10C and can not be rescued after this time by a return to the normal growth temperature. defective in chloroplast protein accumulation at low temperatures.		TAIR
4432	4432	ath	AT1G17440		increased sensitivity to cytokinin, callus growth in tissue culture exhibit typical cytokinin responses including rapid proliferation and chloroplast development in response to lower levels of cytokinins than in the wild type. short inflorescences and primary roots when grown in soil. Roots are extremely curled.   Dark-grown seedlings are hypersensitive to ethylene. Extreme hypocotyl shortening is observed when grown on 100ul /L ethylene. . Extreme hypocotyl shortening when grown in the dark. Much smaller than either of the single mutants. Plants die at or near the time at which they flower. eer4 partially restores the ethylene responsiveness to the ein3-1 mutant. Exposure of the eer4.ein3-1 mutant to saturating levels of ethylene results in moderate hypocotyl inhibition along with the generation of a pronounced apical hook. Identical to the ein2-5 single mutant.There is no noticeable effect on hypocotyl length of dark grown plants supplemented with ethylene.		TAIR
4431	4431	ath	AT1G17260		pale brown seeds.		TAIR
4430	4430	ath	AT1G17255		No visible phenotype.		TAIR
4429	4429	ath	AT1G17250		No visible phenotype.		TAIR
4428	4428	ath	AT1G17170		As for the root growth assay, the root elongation of both the mutant and the wild-type was inhibited at lower concentrations of TNT than 2,6-DNT. In addition, there was no statistically significant difference of the root elongation between the gst mutant and the wild-type exposed to different concentrations of 2,6-DNT and TNT from t-test. . The plants took up TNT faster than 2,6-DNT. Over 99% of the initial concentration of TNT was removed by the plants after 1 d whereas 30% was removed for 2,6-DNT at the same period of time.		TAIR
4427	4427	ath	AT1G17130		Enhanced GFP fluorescence in seedling stem and shoot apex resulting from the elevated level of translatable GFP.		TAIR
4436	4436	ath	AT1G17760		female gametophyte lethal.		TAIR
4401	4401	ath	AT1G12640		No visible phenotype.		TAIR
4400	4400	ath	AT1G12610		Longer roots when plants are grown under salt stress (50-100 nM NaCl).		TAIR
4399	4399	ath	AT1G12520		Compromised RPP4-mediated bacterial resistance.		TAIR
4373	4373	ath	AT1G08980		No visible phenotype.		TAIR
4372	4372	ath	AT1G08970		Delayed flowering in long days. Plants produce (on average) almost twice as many leaves before bolting as wild type.		TAIR
4371	4371	ath	AT1G08860		Seedling lethal at 22 and 28C. Seedling lethal at 22C. Viable at 28C. No effect of mutant allele on growth, development or defense responses.		TAIR
4370	4370	ath	AT1G08817		Embryo lethal. Embryo development was arrested before the globular stage.		TAIR
4369	4369	ath	AT1G08760		Reduced secondary cell wall pit diameter (20% smaller than wild type). Cortical microtubules.		TAIR
4368	4368	ath	AT1G08750		Forms stomatal clusters on leaf surface.Root growth and   hypocotyl elongation are significantly reduced.Reduced internode and pedicel elongation, increased number of cauline branches, delayed flowering. Decreased plasmodesmata conductivity. Seedlings displayed strong stomata clustering in cotyledons.In addition, atgpi8-1/atgpi8-2 plants were severely dwarfed, never flowered, and did not survive into maturity.		TAIR
4367	4367	ath	AT1G08640		Altered ratio of polyunsaturated fatty acids to monounsaturated fatty acids in plastidic lipids.		TAIR
4366	4366	ath	AT1G08410		Plants are defective in lateral root growth, seedlings grew slower than the wild-type and had a slightly yellowish colour, with fewer emerging lateral roots, and a strong incurvature phenotype in young leaves.		TAIR
4365	4365	ath	AT1G08250		No visible phenotype.		TAIR
4374	4374	ath	AT1G09020		Short internodes. short siliques. average height = 33 cm. segregating for 15% yellow seeds.		TAIR
4364	4364	ath	AT1G07950		No visible phenotype.		TAIR
4362	4362	ath	AT1G07640		No visible phenotype.		TAIR
4361	4361	ath	AT1G07430		Increased proline and osmoregulatory solute accumulation under low water potential conditions. Increased proline and osmoregulatory solute accumulation under low water potential conditions. Moderate hypersensitivity in post-germination ABA response. ABA-insensitive in seed germination.		TAIR
4360	4360	ath	AT1G07390		No visible phenotype.		TAIR
4359	4359	ath	AT1G07380		Protoplasts show increased sensitivity to ceramide induced cell death.		TAIR
4358	4358	ath	AT1G07240		More resistant to drought stress than wild type. Reduced levels of ABA-glucose ester with respect to wild type. Expression of ABA-responsive genes is upregulated with respect to wild type.		TAIR
4357	4357	ath	AT1G07128		Plants exhibit loss of apical dominance, fasciation, abberrant phyllotaxy, and reduced leaf size. Over generations, the germination rate also decreases to below 20%.		TAIR
4356	4356	ath	AT1G07050		At later stages of development, leaves slightly narrower due to downward curling of their borders, significantly higher amount of seeds per plant, photorespiratory pathway less active,   reduced expression of genes encoding glycine decarboxylase subunits, and chloroplast envelope transporters. higher expression of genes encoding enzymes involved in the metabolic recycling of carbon and nitrogen, accumulation of higher levels of citrate. After treatment with methyl viologen significantly higher chlorophyll a content as well lower electrolyte leakage.		TAIR
4355	4355	ath	AT1G06890		Delayed growth, darker leaf color, shorter stems, vessels severely collapsed, thin interfascicular fiber cells, reduced secondary cell walls, reduced cell wall. Reduced Xyl, XyG, xylan, lignin content, increased Ara content (leaf, stem, anther filament). Reduced length of xylan backbone, modified xylan structure (methylation of alpha-GlcA residues). Reduced silique development and seed production, reduced anther filament length, indehiscent anthers with little pollen produced.		TAIR
4354	4354	ath	AT1G06820		Accumulation of acyclic carotene isomers in the etioplast, and reduced lutein in the chloroplast. Delayed greening.		TAIR
4363	4363	ath	AT1G07910		Segregate zygote lethal (no division in the arrested zygote) at 25%.		TAIR
4375	4375	ath	AT1G09060		No obvious, morphological defects.  Expression of AtSN1,typically used as a marker gene silenced by RdDM, is reduced in jmj24-1 plants. Also , the mutant has increased methylation on solo LTR and SDC. The expression levels of solo LTR  were  elevated in the rdr2-1/jmj24-1 double mutant compared to the rdr2-1 single mutant. SDC  which is derepressed in rdr2-1 is further activated in rdr2-1/jmj24-1 double mutant.		TAIR
4376	4376	ath	AT1G09200		No visible phenotype.		TAIR
4377	4377	ath	AT1G09340		Smaller and paler than wild-type plants.  Reduction in both chlorophyll a and chlorophyll b.  Impaired photosynthesis. Pale green seedlings, short shoots, short siliques and reduced seed set. Mutants do not accumulate CSP41b protein and CSP41a protein levels are reduced.		TAIR
4398	4398	ath	AT1G12400		Yellow/pale-green phenotype and reduced growth. Reduced accumulation of ClpPRS complex.  Reduced chloroplast size and thylakoid accumulation. Delayed plant development.		TAIR
4397	4397	ath	AT1G12080		surface of seedling appears rough due to defective epidermis (radial pattern defect which affects only development of the pattern). seedling shape varies, often appearing as an elongated structure with greatly reduced cotyledons. epidermal cells are large and irregularly positioned. ground tissue and vascular strands appear normal. appearance of glubular stage embryos is similar. (seedling lethal/embryo defective).		TAIR
4396	4396	ath	AT1G12050		spontaneous cell death phenotype under short-day condition.		TAIR
4395	4395	ath	AT1G12010		The aco mutant appears to have only ~85% of the ethylene of wild type plants.		TAIR
4394	4394	ath	AT1G11790		No visible phenotype. Mutant plants showed alterations in the cuticular wax profiles and embryo development. Similar to rst1-1.		TAIR
4393	4393	ath	AT1G11545		No visible phenotype.		TAIR
4392	4392	ath	AT1G10880		Comparison of CS25026 to Columbia with and without salt stress (50mM NaCl from weeks 4 to 7 of growth) suggested a trend toward more growth of mutant in salty conditions (P=0.25, mean rosette diameter 21.5 in mutant and 11.5 in widltype).		TAIR
4391	4391	ath	AT1G10830		Under dark growth conditions, zic1-1 has a pale yellow cotyledon and accumulates tri-cis-zeta-carotene. Under dark growth conditions, zic1-2 has a pale yellow cotyledon and accumulates tri-cis-zeta-carotene.		TAIR
